level_0,index,Chunk,Tag,sentence_id,Spans
3013,5396,Úc có vẻ rất tự hào về cậu học sinh này:))),0.0,2383,[]
3014,5398,Mỗi đứa một nơi cách nhau cái màn hình muốn call không đc muốn chơi game cũng không xong :3,0.0,2384,[]
3015,5400,Nguyễn chả bù chỗ bạn hành xe máy còn đắt hơn cả ô tô =)))),0.0,2385,[]
3016,5402,giống abe,0.0,2386,[]
3017,5404,"Thầy live ở đâu vậy thầy , em mún donet cho thầy hmmm",0.0,2387,[]
3018,5406,dmcs :)),1.0,2388,"[[0, 3]]"
3019,5408,sợ thật,0.0,2389,[]
3020,5410,Chào đ/c thiếu tướng Trần Dần,0.0,2390,[]
3021,5412,Mới hả mn 😅,0.0,2391,[]
3022,5414,Quá sai,0.0,2392,[]
3023,5416,đã đảo Hàn xẻng bị CS mua chuộc treo cờ máu!,1.0,2393,"[[9, 17], [23, 24], [46, 49]]"
3024,5417,bên cali mà bắt chước treo thế này chắc nhiều ông bà đứt gân máu tăng xong chết quá 🥶,1.0,2393,"[[61, 73], [85, 89]]"
3025,5419,Hơn 48 tiếng trôi qua lặng loẽ :))),0.0,2394,[]
3026,5421,Vl 😂,1.0,2395,"[[0, 1]]"
3027,5423,Nguc em hoi nho,1.0,2396,"[[0, 3]]"
3028,5425,Nghe con cak,1.0,2397,"[[9, 11]]"
3029,5427,👎👎,0.0,2398,[]
3030,5429,cc gì v =)))),1.0,2399,"[[0, 1]]"
3031,5431,Thần đồng toán học !,0.0,2400,[]
3032,5433,Nghe như l,1.0,2401,"[[9, 9]]"
3033,5435,"Khī Pacpo hôm nay đi bảo , ngày mai bán dâm nuôi đảng",1.0,2402,"[[36, 42]]"
3034,5437,Cuối năm 2017 mà bây giờ đã lọt cuối 2019.,0.0,2403,[]
3035,5438,Bọn ngu dốt này con ốc làm chưa được nhưng thích chém gió,1.0,2403,"[[0, 10], [16, 56]]"
3036,5440,TRẦN DẦN LÀ CỘNG SẢN NẰM VÙNG ĐẢ ĐẢO ĐẢ ĐẢO TRẦN DẦN HAHA😂😂,1.0,2404,"[[21, 28], [30, 35], [37, 42]]"
3037,5442,con chó.,1.0,2405,"[[0, 6]]"
3038,5443,tưởng mày đc tung hô à.,1.0,2405,"[[6, 8]]"
3039,5444,lũ chó bánh mỷ nước lọc đó xl cái cc.,1.0,2405,"[[0, 5], [27, 28], [34, 35]]"
3040,5445,éo bik luật về nhà mà học ra đó đeo biển làm cc nhà mày à,1.0,2405,"[[0, 1], [45, 46], [52, 54]]"
3041,5447,"Thớt óc chó, dư lợn viên ăn cám heo, con bò đỏ ngu si.thằng đàn ông rẻ tiền mất dạy.1 con người khốn nạn.",1.0,2406,"[[5, 10], [13, 23], [25, 34], [37, 45], [47, 52], [54, 74], [76, 82], [96, 103]]"
3042,5449,khẩu trang mixi hân hạnh tài trợ 👍👍,0.0,2407,[]
3043,5451,phải thầy k ta,0.0,2408,[]
3044,5453,khổ thân anh tôi 🤣,0.0,2409,[]
3045,5455,câm mẹ m mõm lại nói nhiều,1.0,2410,"[[0, 25]]"
3046,5457,Phạm Trần Nhật Hạ ủa nói đúng mà có gì sai đéo?,1.0,2411,"[[43, 45]]"
3047,5458,Đã vượt qua St đâu mà đạt kỉ lục mọi thể loại?💁,0.0,2411,[]
3048,5460,Xạo lol để giựt tiền người ta,1.0,2412,"[[0, 6]]"
3049,5462,"Suốt ngày ngoài ruộng, chẳg ai qtâm đâu",0.0,2413,[]
3050,5464,Của mình hay của người ae,0.0,2414,[]
3051,5466,Trên thực tế cái xh này là đến bọn trẻ con nó còn biết về thực tại xã hội chính trị còn mấy ông ấy ấy lại ô cần biết,1.0,2415,"[[37, 140]]"
3052,5468,"Loạn rồi, loạn thật rồi ông giáo ạ :))",1.0,2416,"[[0, 3], [10, 13]]"
3053,5470,Chỉ có bắn chết mấy đứa mà cứ hâm mộ Hàn quốc,1.0,2417,"[[7, 14]]"
3054,5472,Dm vô cách ly chứ có phải sống trong lâu đài đâu muốn dc sung sướng.ngta còn phải phục vụ cơm cho ăn tận miệng còn cà chớn .muốn m sống mới cách ly chứ muốn m chết đã kệ mẹ rồi m,1.0,2418,"[[0, 1], [115, 121], [129, 129], [157, 157], [159, 162], [167, 171], [177, 177]]"
3055,5474,Thôi anh im đi,0.0,2419,[]
3056,5476,Trung Quốc chỉ có chính quyền mới vô nhân tính thôi còn dân của họ vẫn văn minh ý thức tốt.đâu như ở Việt Nam 1 số thành phần người dân quá thiếu ý thức giờ sự việc nghiêm trọng cứ tiếp tục thì hậu quả khôn lường,1.0,2420,"[[34, 45], [140, 151], [194, 211]]"
3057,5478,"mấy chú mà có quen 1 thằng ăn chơi hoang tàn, se sua diêm dúa cộng thêm cái tính láo toét éo có tự trọng.",1.0,2421,"[[21, 43], [46, 60], [81, 88], [90, 103]]"
3058,5479,suốt ngày mở miệng là nổ mà cứ hỏi mượn tiền.mấy chú tính sao?,1.0,2421,"[[22, 23]]"
3059,5480,liệu cho nó vay bao lâu thì nản?,1.0,2421,"[[9, 10]]"
3060,5482,Chuẩn a ưii,0.0,2422,[]
3061,5484,xưa nay voz vẫn chất với những cua rơ như thế rồi bạn ui :3,0.0,2423,[]
3062,5486,Chưa biết cảm giác cãi nhau mí người yêu :”),0.0,2424,[]
3063,5488,Gil lại đi cà khịa rồii😂,0.0,2425,[]
3064,5490,Như lol anh ba,1.0,2426,"[[4, 6]]"
3065,5492,"Nhà nước vn là một lũ cặn bả, chó má nhất vũ trụ",1.0,2427,"[[19, 27], [30, 35]]"
3066,5494,Nguyễn Văn Nam that khong ạ,0.0,2428,[]
3067,5496,Cú vl haha,1.0,2429,"[[3, 4]]"
3068,5498,đa số thực phẩm mà bọn quan lại ăn là an toàn .(chúng có ăn đồ chợ đéo đâu!),1.0,2430,"[[19, 30], [48, 52], [67, 73]]"
3069,5500,Cầu mong là như vậy.,0.0,2431,[]
3070,5501,Bác Đam cố lên.,0.0,2431,[]
3071,5502,Việt Nam cố lên.,0.0,2431,[]
3072,5503,Quyết định thắng còn corona này,0.0,2431,[]
3073,5505,cong suc bao lau cua minh cung dang nhe~,0.0,2432,[]
3074,5507,Cho con 1 tỉ đi cô,0.0,2433,[]
3075,5509,Cuộc sống kbt còn cái j ngu hơn cái này ko😌 bất lực😌,1.0,2434,"[[24, 26]]"
3076,5511,Thằng admin hết tin tức để đăng rồi à.đkm thì kệ moẹ nó,1.0,2435,"[[0, 4], [38, 40], [49, 54]]"
3077,5513,Nguyễn Khoa Nguyễn Oanh rồi tính sao,0.0,2436,[]
3078,5515,Sau Sing là tới Hàn Quốc .,0.0,2437,[]
3079,5516,Bằng chứng là thím ngân đã cài cắm 9 điệp viên vào đoá .,0.0,2437,[]
3080,5517,😂😂😂,0.0,2437,[]
3081,5519,Cực kỳ thuyết phục anh êi,0.0,2438,[]
3082,5521,"Hy sinh đời bố, kệ cho dân chửi, miễn sao ăn cho nhiều tiền, có biến thì chạy thôi, tư duy của các ông tủn mủn chỉ có vậy thôi.",1.0,2439,"[[27, 30], [42, 58], [61, 76], [103, 120]]"
3083,5523,A Di Đà Phật mong là dịch sẽ đập tắc,0.0,2440,[]
3084,5525,Mỹ Duyên bạn tui ơi truyện hồi bạn về,0.0,2441,[]
3085,5527,Thật nực cười sai phạm tày trời vẩn leo cao đến chóp bu chỉ đến khi muốn hạ bệ nhau thì tội trạng mới đc lôi ra xử lý .,1.0,2442,"[[105, 107]]"
3086,5528,Thiệt hại cho ND hàng bao ngàn tỉ rồi lại chỉ cảnh cáo cắt chức về vườn an toàn thế là xong .!,0.0,2442,[]
3087,5529,Chế độ này chúng chỉ nhân đạo với bọn q chức cs .?,1.0,2442,"[[34, 36]]"
3088,5531,Giao va cho a xin 1tram do coi,0.0,2443,[]
3089,5533,"Con nay kieu ha ,mo cua no an cuc nhieu qua ,nen len mang sua qua troi ,do phan quoc ,mo lon ,LINH an lon dap chet me no di ,con cho vua gia vua sau",1.0,2444,"[[0, 6], [17, 32], [58, 60], [72, 83], [86, 91], [99, 104], [106, 119], [125, 131], [133, 147]]"
3090,5535,Kkk,0.0,2445,[]
3091,5537,Nổ như bom.,1.0,2446,"[[0, 1], [7, 9]]"
3092,5539,thôn cái lù.,1.0,2447,"[[0, 10]]"
3093,5540,dkm cs,1.0,2447,"[[0, 5]]"
3094,5542,"Chị ba nói cai gì chị bà củng có, z chị ba có con cu hok, con có con cu nè",1.0,2448,"[[50, 51], [69, 70]]"
3095,5544,Ảnh ghép hú hồn cái lol còn nguyên 🤧🤧,1.0,2449,"[[20, 22]]"
3096,5546,Đẳng cấp DLV.,1.0,2450,"[[9, 11]]"
3097,5548,thế là ước mơ đi học của bao học sinh dần dần tan biến,0.0,2451,[]
3098,5550,"Ồ ,tự nhiên add làm e nhớ mấy ông áo vàng cho lính đánh xe taxi chặn đường để bắt sai làn :)))",1.0,2452,"[[26, 88]]"
3099,5552,Vcl lag nó thấy thì nó chụp liền chứ vừa thấy chưa kịp chụp đã 2k 3k like,1.0,2453,"[[0, 2], [8, 9], [20, 21]]"
3100,5554,Mắc ói,1.0,2454,"[[0, 5]]"
3101,5556,Năm sau đến lượt 2k2 rồi :)) sau năm tiếp theo nữa là 2k3 rồi đến 2k4 ờ và tiếp tục là 2k5 2k6 2k7 đcm nhiều vailon :)),1.0,2455,"[[99, 101], [109, 114]]"
3102,5558,tuyển để e dí l vào mạt ngkhac à,1.0,2456,"[[11, 14]]"
3103,5560,"Địt mẹ mất cái xe thì:"" Chúng tôi đang điều tra và giải quyết"".",1.0,2457,"[[0, 5]]"
3104,5561,Bán hàng rong thì giải quyết ngay lập tức không được để vấn nạn này xảy ra.,0.0,2457,[]
3105,5562,Nực cười vc,1.0,2457,"[[0, 10]]"
3106,5564,Chỉ muốn nói rằng em rấtt rất nhớ anh 🙂,0.0,2458,[]
3107,5566,thu dan ba mo miệng ra nghe thui như dong cuc,1.0,2459,"[[0, 9], [11, 44]]"
3108,5568,Hóng mãi cái gala của bác Trần.,0.0,2460,[]
3109,5569,Rất ok!,0.0,2460,[]
3110,5571,"Ko dám nói to đâu, nhưng mình cứ liên tưởng đến Nhà nước hồi giáo tự xưng IS.",0.0,2461,[]
3111,5572,Tụi mà chuyên đi khủng bố thưởng dân ấy.:v,1.0,2461,"[[0, 2], [17, 24]]"
3112,5574,Theo ý kiến cá nhân riêng mình thấy bài hát này ko có chút ý nghĩa nghe có vẻ khá sàm ko hay ý kiến cá nhân nhé a hùng bàn phím né hộ,0.0,2462,[]
3113,5576,Những thằng liếm no nó chuồn rồi!,1.0,2463,"[[6, 10], [12, 15], [20, 21]]"
3114,5578,"Về Việt Nam đi bác Dần, Sắp về với đất mẹ rồi thì lúc nằm xuống cũng phải ngửi mùi đất mẹ, để đất mẹ ôm vào lòng.",0.0,2464,[]
3115,5579,"Đừng nằm trên đất khách quê người, lạnh lẽo lắm, cô đớn lắm",0.0,2464,[]
3116,5581,Này là Đế quốc quẫy muốn chết chứ ở đó rẫy chết :)),1.0,2465,"[[7, 46]]"
3117,5583,:)))) những thằng ngu hay bảo người khác ngu mà ko biết nhìn lại mình,1.0,2466,"[[12, 20], [41, 68]]"
3118,5585,Đi làm cũng khổ :((,0.0,2467,[]
3119,5587,Khác gì tát vào mặt thằng soang choảnh kia =))),1.0,2468,"[[8, 10], [20, 24]]"
3120,5589,Hồ Văn Kiệt bạn có biết khoảnh khắc kì diệu này ở video nào ko ạ?,0.0,2469,[]
3121,5591,Ảnh bên trái là khi a độ đi phẫu thuật thẩm mĩ,0.0,2470,[]
3122,5593,@Tủn 3K bởi nói ngu bây ko nhận,1.0,2471,"[[16, 18], [20, 22]]"
3123,5595,e hông hiệu e hông hiệu .,0.0,2472,[]
3124,5597,Trương Triều Vỹ có gì vui để cười 😤😤😤,0.0,2473,[]
3125,5599,Vụ này mà con Nhung ml ko đi tù thì sẽ có khối đồng chí phải đi thay.,1.0,2474,"[[10, 12], [20, 21], [29, 30]]"
3126,5601,Nhìn a độ hồi xưa chất phải biết :)),0.0,2475,[]
3127,5603,Mún tìm cũng khó kkk,0.0,2476,[]
3128,5605,Phương Nam ừ cô mà tích lại mà bán,0.0,2477,[]
3129,5607,Vẫn có 1 người tặng quà va len thai cho mình mn ạ.,0.0,2478,[]
3130,5609,Tạ Thị Quỳnh ăn cứt,1.0,2479,"[[16, 18]]"
3131,5611,Giọt nước tràn ly đi.,0.0,2480,[]
3132,5612,hãy ra nhiều luật vice lone hơn nữa.,1.0,2480,"[[18, 26]]"
3133,5613,tôi ủng hộ,0.0,2480,[]
3134,5615,Dkm cá chết là do k biết bơi nhá đỏ đo cái loz què̉,1.0,2481,"[[0, 2], [46, 53]]"
3135,5617,Mình không ai theo đuổi nè hỡi các bạn thích cô gái có nhiều người theo đuổi :)),0.0,2482,[]
3136,5619,Thấy vd cute vch nhờ nền nhạc 😂😂,1.0,2483,"[[13, 15]]"
3137,5621,Những cái chó gì mà của bọn vc Hanoi nói hay ghi chép gì cũng là bố láo cả !,1.0,2484,"[[10, 12], [24, 29], [65, 70]]"
3138,5622,Vì kinh nghiệm hơn 70 năm,0.0,2484,[]
3139,5624,Nó đéo làm như vậy thì gọi đéo gì là dư luận viên?,1.0,2485,"[[0, 1], [3, 5], [27, 29], [37, 48]]"
3140,5626,Cực kì thuyết phục <3,0.0,2486,[]
3141,5628,Phạm Văn Lộc idol viết sai kìa🙄😆,0.0,2487,[]
3142,5630,"Địt mẹ lũ chó bán nước hại dân, ăn nhiều cho mập thây",1.0,2488,"[[0, 5], [7, 12], [14, 21], [23, 29], [45, 52]]"
3143,5632,Trên đời này sao có cái loại con người như con nhỏ này.đúng là khẩu nghiệp,1.0,2489,"[[24, 27], [43, 45], [63, 73]]"
3144,5634,vậy là đã bắt đầu lời kêu gọi toàn quốc kháng chiến của Phúc nghẹo,1.0,2490,"[[61, 65]]"
3145,5636,đọc page này rất thư giãn :))),0.0,2491,[]
3146,5638,Con coronavirut nó làm cho mọi người hiểu ra chân ly cuộc sống,0.0,2492,[]
3147,5640,"Sống chó thế , cách ly cả nhà nó ko sao , liên luỵ cả làng mới ghê",1.0,2493,"[[5, 7], [30, 31]]"
3148,5642,Cực kì là thuyết phục 🙂,0.0,2494,[]
3149,5644,Ngọc Thắng.,0.0,2495,[]
3150,5645,chở nửa đi.,0.0,2495,[]
3151,5646,Vê mà cánh ly dần đi,0.0,2495,[]
3152,5648,Hà Annh =)) cầu giấy thất thủ r,0.0,2496,[]
3153,5650,chuong tring nay riet roi khong co viec lam nen moi nhung thanh phan tao lao de dua len song.nhung thanh phan len mang xa hoi chui rua.tao lao.thay giau bac hoan la ho.,1.0,2497,"[[69, 75], [126, 133], [135, 141]]"
3154,5652,Còn ở VietNam thì là cánh bứm,0.0,2498,[]
3155,5654,Nhỉnh mặt là thấy ác quỷ rồi,1.0,2499,"[[18, 23]]"
3156,5656,Xem Tom và jerry đừnng xem mèo tom nữa :)),0.0,2500,[]
3157,5658,Ngọc Liên nc nv nha homie :))),0.0,2501,[]
3158,5660,Con mẹ mày.,1.0,2502,"[[0, 9]]"
3159,5661,Nhạ ơi.,0.0,2502,[]
3160,5662,Nhòm vào bữa cơm 25k của các cháu trường tiểu học hạp lĩnh.,0.0,2502,[]
3161,5663,Tp Bắc ninh xem mày có đớp đc ko,1.0,2502,"[[16, 18], [23, 25]]"
3162,5665,Đm chú chửi ai thế?,1.0,2503,"[[0, 1], [7, 10]]"
3163,5666,Mai nghỉ việc cho đỡ căng thẳng nhé!,0.0,2503,[]
3164,5668,Xin video vs ông ơi,0.0,2504,[]
3165,5670,Giờ này thì gọi grab ship hàng thui chứ ra đường chi nữa :((((,0.0,2505,[]
3166,5672,"Nguyễn Thị Hương bảo sao thuê hẳn chuyên cơ riêng, hoá ra em chồng :))))",0.0,2506,[]
3167,5674,Duy Nguyễn phục cái máu lồn,1.0,2507,"[[20, 26]]"
3168,5676,Linda như thám tử bắt tận tay đối chấp với thanh niên quay lén mình,0.0,2508,[]
3169,5678,Tìm một bạn nữ cùng cover tình yêu của nhà anh mixi,0.0,2509,[]
3170,5680,Dân chống nhưng quan chức không chống,0.0,2510,[]
3171,5682,3/ có một đệ nhất quốc sư như vầy làm sao mà không hẹn nhau Tấc nhiêng là đến mùa chuối sẽ cùng nhau về phụt cuốc!?,1.0,2511,"[[0, 1], [78, 112]]"
3172,5684,Ba nay choi da qua bi hoang tuong,1.0,2512,"[[7, 13], [22, 32]]"
3173,5686,Hoangg An ôi nhìn con phò sena mà xem 🤨 đau hết cả mắt,1.0,2513,"[[22, 24]]"
3174,5688,Ôi 1 thằng bede,1.0,2514,"[[5, 14]]"
3175,5690,Nói huỷ kênh Không coi mà biết vô bình luận 😂😂😂,0.0,2515,[]
3176,5692,"Xin chào các bạn, hôm nay Sói sẽ hướng dẫn các bạn cắn kẹo xê xủi hương cam :v",0.0,2516,[]
3177,5694,Nhìn ngu vcl:))),1.0,2517,"[[5, 11]]"
3178,5696,bạn trai nhà người ta chưa bao giờ làm tôi thất vọng :)),0.0,2518,[]
3179,5698,Cả hai đều như nhau cả thôi:)),0.0,2519,[]
3180,5700,Xạo l,1.0,2520,"[[0, 4]]"
3181,5702,👍❤❤❤❤❤❤❤❤,0.0,2521,[]
3182,5704,Nhà nước minh nên có những biện pháp mạnh vs những hành vi đi nước ngoài về trốn khai báo.h đứa nào về nước trốn khai báo khi phát hiện đc là dương tính vs vi rút thì mang ra xử bắn luôn!,1.0,2522,"[[175, 180]]"
3183,5706,"Chất lượng các bài viết càng ngày càng tệ , nội dung bài viết chỉ mang tính hậm hực , trẻ trâu .",1.0,2523,"[[76, 82], [86, 93]]"
3184,5707,nói chung càng ngày càng tệ .,0.0,2523,[]
3185,5709,Kinhh,0.0,2524,[]
3186,5711,Đào cái đầu ko có não của ad àh,1.0,2525,"[[4, 20]]"
3187,5713,Mời Trần Đứa Bo đi,0.0,2526,[]
3188,5715,Wtf,1.0,2527,"[[0, 2]]"
3189,5717,Trương q.huy .trương chột dịch nầy trốn trong lùm nào rồi mà không thấy sủa nữa ta,1.0,2528,"[[21, 29], [35, 38], [72, 74]]"
3190,5719,Đọc thần chú j v thầy 🤣,0.0,2529,[]
3191,5721,"Thua cai nay nhug hon cai khac, tham nhung, quan lieu, yeu sach, hiep dap dan th nha nuoc VN lun so 1.",1.0,2530,"[[32, 41], [44, 52], [55, 62], [65, 76]]"
3192,5723,Ngáo thế,1.0,2531,"[[0, 3]]"
3193,5725,Duyên Suk chả liên quan nhưng avt của bạn là nữ sát thử thần tượng của tôi 😄😄😄,0.0,2532,[]
3194,5727,"Đụ má tao ghét cây ghét đắng mấy thằng dư luận viên vcc , tụi bây ăn cái lồn què gì mà đi bợ đít vcc vậy , bợ đít tụi nó vậy ông bà già tụi bây chắc tự hào lắm",1.0,2533,"[[0, 4], [6, 8], [10, 27], [33, 37], [52, 54], [58, 64], [73, 79], [90, 99], [107, 119], [125, 142]]"
3195,5729,Nguyễn Anh Trung ok,0.0,2534,[]
3196,5731,Thơ hay quá bác ơi triệu like,0.0,2535,[]
3197,5733,Sống chậm thôi,0.0,2536,[]
3198,5735,À thế bạn ý hát bài j jui có ai giới thiệu cho mình đc ko.,0.0,2537,[]
3199,5736,Lâu jui mình chẳng nghe bài hát mới nào cả,0.0,2537,[]
3200,5738,Đm cái đầu b gì cũng tăng .đm,1.0,2538,"[[0, 1], [7, 11], [27, 28]]"
3201,5740,"Ad phân tích chuẩn,tư duy thứ 2_thích làm bố mẹ thiên hạ,biển xanh ở VN ra đường dân nể lắm,dạt ra mà nhường đường, có phạm luật gt cũng chả ai dám thổi phạt,csgt nào mắt có kèm nhèm trót thổi xuống cũng cười là xong",1.0,2539,"[[42, 55]]"
3202,5742,"Dkm phat ,noi nhu c",1.0,2540,"[[0, 2], [18, 18]]"
3203,5744,Cực kì Mộ Dung Phục,0.0,2541,[]
3204,5746,Đây là câu nói mà rất nhiều ae muốn gửi gắm tới anh Tiệp :))),0.0,2542,[]
3205,5748,Đù má điên 🤣🤣🤣,1.0,2543,"[[0, 9]]"
3206,5750,Mình nói lớn mà ngu thì lại nói mình hỗn.,1.0,2544,"[[16, 18], [37, 39]]"
3207,5751,Ý thức như đachlone,1.0,2544,"[[11, 18]]"
3208,5753,6:27 😂😂😂,0.0,2545,[]
3209,5755,"Thế mà mình nói mấy thằng bắc kì, bọn đó lại bâu vô nói mình phân biệt!:D",1.0,2546,"[[20, 31], [34, 39], [45, 47]]"
3210,5757,Quần sịn nhưng tư cách đéo xịn,1.0,2547,"[[15, 29]]"
3211,5759,Anh em nào ở khu vực tây ninh mà muốn vay tiền thì alo mình à 1tr ngày 5k thôi nhé😁,0.0,2548,[]
3212,5761,Thế này phải tìm cô nào gần nhà để yêu thôi,0.0,2549,[]
3213,5763,Đi grab mà nói quá nói luôn 😌,0.0,2550,[]
3214,5765,Ra khỏi chỗ cách ly rồi lấy đốg gạch🧱🧱 từ dư luận về xây biệt thự ở cho bớt ngột ngạt,1.0,2551,"[[76, 84]]"
3215,5767,Tĩnh Que còn hát cho nhau nghe đc thì dăm ba cái chúc thấm đ' gì nhỉ,1.0,2552,"[[59, 60]]"
3216,5769,Thanh Trà Trương ?,0.0,2553,[]
3217,5771,dm éo học thì làm cc gì biết chữ,1.0,2554,"[[0, 38]]"
3218,5773,"thằng kế nhiệm chắc chắn là đút lót kha khá rồi ,",1.0,2555,"[[0, 4], [28, 34]]"
3219,5775,Hí anh em ❤,0.0,2556,[]
3220,5777,Vãi thật :)) lạy luôn 😰😢,1.0,2557,"[[0, 2], [13, 15]]"
3221,5779,Vô đây coi là được liền nè mấy bợn,0.0,2558,[]
3222,5781,Bê lol chạy quanh nhà 😂😂😂,1.0,2559,"[[3, 5]]"
3223,5783,Má.,1.0,2560,"[[0, 1]]"
3224,5784,Tục vl,1.0,2560,"[[4, 5]]"
3225,5786,mà nhập code này là đc 2 huy hiệu luôn à ?,0.0,2561,[]
3226,5788,Không có nên chửi người ta là bắt ky!,1.0,2562,"[[13, 16], [30, 35]]"
3227,5789,Hồn láo toét miệng lưỡi quá!,1.0,2562,"[[0, 2], [4, 11], [13, 22]]"
3228,5790,Khẩu nghiệp quả báo sớm lắm,1.0,2562,"[[0, 22]]"
3229,5792,Ông chủ cà phê TRUNG NGUYÊN lúc này,0.0,2563,[]
3230,5794,Quockhanh Mai hóng,0.0,2564,[]
3231,5796,Có não thì nên sử dụng chứ cứ để nó đóng thành bê tông thì lại phí 😒,1.0,2565,"[[0, 65]]"
3232,5798,cái miệng rộng qua đẻ con ra còn lọt,1.0,2566,"[[4, 13]]"
3233,5800,Hóng dlv vào liếm,1.0,2567,"[[13, 16]]"
3234,5802,15p nuac gặp a iu,0.0,2568,[]
3235,5804,lớn quá ko a,0.0,2569,[]
3236,5806,Nguyễn Quốc An một giọt là nước suối tinh khiết,0.0,2570,[]
3237,5808,Tự nhiên nghĩ lại thấy đẹp trai cũng là cái tội ae ạ,0.0,2571,[]
3238,5810,Lão phét,1.0,2572,"[[0, 7]]"
3239,5812,Rút kinh nghiệm là lại đc sài nghìn tỷ .,0.0,2573,[]
3240,5814,Chị cho e biết tên chị đi.chị,0.0,2574,[]
3241,5816,vào vietnamfootball mà xem,0.0,2575,[]
3242,5818,uôi a à :)),0.0,2576,[]
3243,5820,công nhận cái khẩu trang giống thật còn.,0.0,2577,[]
3244,5822,ở Việt Nam rất khó.vì lý do.( ai sẽ là người đứng lên chỉ mặt người đàn áp.vì lỗi do thằng đánh máy.thằng đọc hay thằng ký không có tội ).ví dụ thực tế.1 nhóm người tụ tập kêu gọi hoà bình.ông A ký lệnh do ông B đánh chữ: giải tán nhóm ng,0.0,2578,[]
